name_attr;rating_attr;year_temp;watched_attr;year_attr;action_category;adventure_category;animation_category;children_category;comedy_category;crime_category;documentary_category;drama_category;fantasy_category;film_noir_category;horror_category;musical_category;mystery_category;romance_category;sci_fi_category;thriller_category;war_category;western_category;_no_genres_listed__category;imax_category
Smoke  1995 ;3.84967155128853;1995;5937;1995;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Something to Talk About  1995 ;3.0894509561998764;1995;3242;1995;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Species  1995 ;2.8502714998532435;1995;13628;1995;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Stars Fell on Henrietta  The  1995 ;3.0681818181818183;1995;110;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Strange Days  1995 ;3.4170950453899156;1995;9143;1995;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0
Umbrellas of Cherbourg  The  Parapluies de Cherbourg  Les   1964 ;3.783641160949868;1964;1516;1964;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
Tie That Binds  The  1995 ;2.836283185840708;1995;339;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Three Wishes  1995 ;3.0273972602739727;1995;365;1995;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Total Eclipse  1995 ;2.9832904884318765;1995;389;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
To Wong Foo  Thanks for Everything  Julie Newmar  1995 ;3.1474488856142937;1995;5429;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Under Siege 2  Dark Territory  1995 ;2.949130173965207;1995;8335;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unstrung Heroes  1995 ;3.5158671586715866;1995;1355;1995;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Unzipped  1995 ;3.4783236994219653;1995;1038;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Walk in the Clouds  A  1995 ;3.371536756557074;1995;5414;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Waterworld  1995 ;2.8520972097209722;1995;27775;1995;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
White Man s Burden  1995 ;2.835570469798658;1995;745;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Wild Bill  1995 ;2.8890041493775933;1995;482;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Browning Version  The  1994 ;3.5958549222797926;1994;579;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Bushwhacked  1995 ;2.5782997762863533;1995;447;1995;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Burnt by the Sun  Utomlyonnye solntsem   1994 ;4.038461538461538;1994;1872;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Before the Rain  Pred dozhdot   1994 ;4.04723991507431;1994;942;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Before Sunrise  1995 ;3.838911742707554;1995;5348;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Billy Madison  1995 ;3.2602082602082603;1995;8547;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Babysitter  The  1995 ;2.730276134122288;1995;1014;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Boys on the Side  1995 ;3.2934322033898304;1995;4248;1995;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Cure  The  1995 ;3.6248025276461298;1995;633;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Castle Freak  1995 ;2.401818181818182;1995;275;1995;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Circle of Friends  1995 ;3.5371983914209117;1995;5968;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Clerks  1994 ;3.8695505380882045;1994;23695;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Don Juan DeMarco  1995 ;3.4445868779862487;1995;8581;1995;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Disclosure  1994 ;3.2883035855315117;1994;12662;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Dream Man  1995 ;2.8372093023255816;1995;43;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Drop Zone  1994 ;3.06875;1994;4640;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Destiny Turns on the Radio  1995 ;2.6873684210526316;1995;475;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Death and the Maiden  1994 ;3.562808896210873;1994;2428;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Dolores Claiborne  1995 ;3.5911587040087865;1995;7284;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Dumb   Dumber  Dumb and Dumber   1994 ;2.9524700015583605;1994;32085;1994;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eat Drink Man Woman  Yin shi nan nu   1994 ;4.035609756097561;1994;6150;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Exotica  1994 ;3.523720529039678;1994;3478;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Exit to Eden  1994 ;2.679718568369532;1994;3269;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ed Wood  1994 ;3.6636518667397526;1994;16419;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
French Kiss  1995 ;3.3153499795333605;1995;12215;1995;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Forget Paris  1995 ;3.22454064154469;1995;6422;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Far From Home  The Adventures of Yellow Dog  1995 ;3.1690647482014387;1995;834;1995;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Goofy Movie  A  1995 ;3.0547514159848963;1995;3178;1995;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Hideaway  1995 ;2.9097968936678615;1995;837;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Fluke  1995 ;3.0320284697508897;1995;562;1995;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Farinelli  il castrato  1994 ;3.386617100371747;1994;1076;1994;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Gordy  1995 ;2.530751708428246;1995;439;1995;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Gumby  The Movie  1995 ;2.380701754385965;1995;285;1995;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Glass Shield  The  1994 ;2.976470588235294;1994;255;1994;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Hoop Dreams  1994 ;4.042896855828221;1994;10432;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Heavenly Creatures  1994 ;3.840450462179404;1994;7681;1994;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Houseguest  1994 ;3.0256248022777603;1994;3161;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Immortal Beloved  1994 ;3.682121212121212;1994;4950;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Heavyweights  Heavy Weights   1995 ;2.9854260089686098;1995;892;1995;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hunted  The  1995 ;3.0502577319587627;1995;388;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I Q   1994 ;3.2227020051618025;1994;10074;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Interview with the Vampire  The Vampire Chronicles  1994 ;3.4966446604759143;1994;27568;1994;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Jefferson in Paris  1995 ;2.8934817170111287;1995;629;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Jerky Boys  The  1995 ;2.287696577243293;1995;1081;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Junior  1994 ;2.7282103134479274;1994;9890;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Just Cause  1995 ;3.412883757543952;1995;3811;1995;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Kid in King Arthur s Court  A  1995 ;2.6467836257309942;1995;1710;1995;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Kiss of Death  1995 ;3.0756513026052104;1995;1996;1995;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Star Wars  Episode IV   A New Hope  1977 ;4.190671901948552;1977;54502;1977;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Little Women  1994 ;3.628918684286679;1994;10367;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Little Princess  A  1995 ;3.776025610623666;1995;4217;1995;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Ladybird Ladybird  1994 ;3.731645569620253;1994;395;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Enfer  L   1994 ;3.3459119496855347;1994;159;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Like Water for Chocolate  Como agua para chocolate   1992 ;3.9272651356993737;1992;11975;1992;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
Legends of the Fall  1994 ;3.496258734772123;1994;16171;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0
Major Payne  1995 ;2.878428270042194;1995;3792;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Little Odessa  1994 ;3.3070054945054945;1994;728;1994;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
My Crazy Life  Mi vida loca   1993 ;3.4775;1993;600;1993;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Love Affair  1994 ;3.173764258555133;1994;1315;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Losing Isaiah  1995 ;3.3305489260143197;1995;1257;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Madness of King George  The  1994 ;3.751746919070004;1994;7871;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Mary Shelley s Frankenstein  Frankenstein   1994 ;3.135035021551724;1994;7424;1994;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
Man of the House  1995 ;2.871295512277731;1995;1181;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mixed Nuts  1994 ;2.7247442455242967;1994;1564;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Milk Money  1994 ;2.9862612200036636;1994;5459;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Miracle on 34th Street  1994 ;3.42335886214442;1994;9140;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Miami Rhapsody  1995 ;3.0216076058772687;1995;1157;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
My Family  1995 ;3.699786324786325;1995;936;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Murder in the First  1995 ;3.725705329153605;1995;5104;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Nobody s Fool  1994 ;3.6704776422764227;1994;3936;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Nell  1994 ;3.420970752955818;1994;11249;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
New Jersey Drive  1995 ;3.0797413793103448;1995;232;1995;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
New York Cop  Ny  Y ku no koppu   1993 ;2.888888888888889;1993;36;1993;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Beyond Bedlam  1993 ;2.3313953488372094;1993;86;1993;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Nemesis 2  Nebula  1995 ;2.041284403669725;1995;109;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Nina Takes a Lover  1994 ;3.24468085106383;1994;329;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Natural Born Killers  1994 ;3.230347310461669;1994;23610;1994;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Only You  1994 ;3.346021303258145;1994;3192;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Once Were Warriors  1994 ;3.995299356754082;1994;4042;1994;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Poison Ivy II  1996 ;2.276676829268293;1996;656;1996;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Outbreak  1995 ;3.414367903680561;1995;26246;1995;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
L on  The Professional  a k a  The Professional   L on   1994 ;4.050573554487676;1994;25804;1994;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Perez Family  The  1995 ;3.1762632197414806;1995;851;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Pyromaniac s Love Story  A  1995 ;2.7974413646055436;1995;469;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Pulp Fiction  1994 ;4.174231169217055;1994;67310;1994;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Panther  1995 ;3.1146616541353382;1995;266;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Pushing Hands  Tui shou   1992 ;3.5040983606557377;1992;244;1992;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Priest  1994 ;3.728865194211729;1994;2626;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Quiz Show  1994 ;3.666690937333139;1994;20601;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Picture Bride  Bijo photo   1994 ;3.5277185501066097;1994;469;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Queen Margot  Reine Margot  La   1994 ;3.75;1994;1564;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Quick and the Dead  The  1995 ;3.0401727861771057;1995;6945;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Roommates  1995 ;3.1988950276243093;1995;724;1995;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Ready to Wear  Pret A Porter   1994 ;2.706036745406824;1994;3429;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Three Colors  Red  Trois couleurs  Rouge   1994 ;4.089561500275786;1994;7252;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Three Colors  Blue  Trois couleurs  Bleu   1993 ;3.9931845416417016;1993;6676;1993;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Three Colors  White  Trzy kolory  Bialy   1994 ;3.913249516441006;1994;5170;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Red Firecracker  Green Firecracker  Pao Da Shuang Deng   1994 ;3.636165577342048;1994;459;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Rent a Kid  1995 ;2.76734693877551;1995;245;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Relative Fear  1994 ;2.6604938271604937;1994;81;1994;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Stuart Saves His Family  1995 ;2.620377358490566;1995;1325;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Swan Princess  The  1994 ;3.02387041773231;1994;1173;1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Secret of Roan Inish  The  1994 ;3.8490543161978663;1994;4124;1994;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
Specialist  The  1994 ;2.9020512361160873;1994;11164;1994;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Stargate  1994 ;3.3542249756281644;1994;31799;1994;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Santa Clause  The  1994 ;3.1460792189334486;1994;16183;1994;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Shawshank Redemption  The  1994 ;4.446990499637029;1994;63366;1994;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Shallow Grave  1994 ;3.7844707520891365;1994;7180;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Suture  1993 ;3.249216300940439;1993;319;1993;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Strawberry and Chocolate  Fresa y chocolate   1993 ;3.761930585683297;1993;922;1993;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Swimming with Sharks  1995 ;3.6972538513060953;1995;2986;1995;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Sum of Us  The  1994 ;3.6865671641791047;1994;469;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
National Lampoon s Senior Trip  1995 ;2.6462355212355213;1995;1036;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To Live  Huozhe   1994 ;4.081020255063766;1994;1333;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Tank Girl  1995 ;2.8063276993993576;1995;7159;1995;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Tales from the Crypt Presents  Demon Knight  1995 ;3.15306963329213;1995;2427;1995;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Star Trek  Generations  1994 ;3.3296280866535373;1994;26404;1994;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
Tales from the Hood  1995 ;2.8082682291666665;1995;1536;1995;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Tom   Viv  1994 ;3.2853309481216457;1994;559;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Village of the Damned  1995 ;2.7609112709832133;1995;2085;1995;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Tommy Boy  1995 ;3.3484765553731073;1995;10962;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vanya on 42nd Street  1994 ;3.8192918192918195;1994;1638;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Underneath  1995 ;3.2632241813602016;1995;397;1995;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Walking Dead  The  1995 ;2.8508474576271188;1995;295;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
What s Eating Gilbert Grape  1993 ;3.75583021083832;1993;17881;1993;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Virtuosity  1995 ;2.994733447979364;1995;4652;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
While You Were Sleeping  1995 ;3.500344619626088;1995;23214;1995;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
War  The  1994 ;3.3752556237218814;1994;1467;1994;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Double Happiness  1994 ;3.59375;1994;400;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Muriel s Wedding  1994 ;3.5099657827202737;1994;11690;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Baby Sitters Club  The  1995 ;2.6461456102783725;1995;934;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ace Ventura  Pet Detective  1994 ;2.9823418615601947;1994;38226;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Adventures of Priscilla  Queen of the Desert  The  1994 ;3.6495830100853373;1994;10312;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Backbeat  1993 ;3.429140832595217;1993;1129;1993;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Bitter Moon  1992 ;3.4121271076523993;1992;1542;1992;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
Bullets Over Broadway  1994 ;3.700734013436178;1994;8038;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clear and Present Danger  1994 ;3.6603090866051198;1994;29571;1994;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Client  The  1994 ;3.4674098402071625;1994;15833;1994;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
Corrina  Corrina  1994 ;3.304745023179711;1994;3667;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Crooklyn  1994 ;3.2598659717051377;1994;1343;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Crow  The  1994 ;3.513586298717018;1994;16524;1994;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
Cobb  1994 ;3.1576394502829426;1994;1237;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Flintstones  The  1994 ;2.433494315323473;1994;9939;1994;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Forrest Gump  1994 ;4.029000181345584;1994;66172;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
Four Weddings and a Funeral  1994 ;3.6511065381421712;1994;27699;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Higher Learning  1995 ;3.249450065992081;1995;2273;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
I Like It Like That  1994 ;3.292418772563177;1994;277;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
I Love Trouble  1994 ;2.733698238933841;1994;2101;1994;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
It Could Happen to You  1994 ;3.3380733026236733;1994;4993;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Jungle Book  The  1994 ;3.397168698387731;1994;7629;1994;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Wonderful  Horrible Life of Leni Riefenstahl  The  Macht der Bilder  Leni Riefenstahl  Die   1993 ;3.9937791601866253;1993;643;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Lion King  The  1994 ;3.779090046420969;1994;38991;1994;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1
Little Buddha  1993 ;3.176986301369863;1993;1825;1993;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Wes Craven s New Nightmare  Nightmare on Elm Street Part 7  Freddy s Finale  A   1994 ;2.956240487062405;1994;2628;1994;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0
Mask  The  1994 ;3.1747178920428105;1994;34384;1994;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Maverick  1994 ;3.410737310983472;1994;17062;1994;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Mrs  Parker and the Vicious Circle  1994 ;3.3151785714285715;1994;1120;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Naked Gun 33 1 3  The Final Insult  1994 ;2.9555080288899798;1994;14261;1994;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paper  The  1994 ;3.25863667980524;1994;4313;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Reality Bites  1994 ;3.252059925093633;1994;8010;1994;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Red Rock West  1992 ;3.7819676779132405;1992;3527;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Richie Rich  1994 ;2.424773413897281;1994;4965;1994;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Safe Passage  1994 ;3.2716535433070866;1994;254;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
River Wild  The  1994 ;3.281609704267753;1994;11294;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Speed  1994 ;3.4932029257494825;1994;41562;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Speechless  1994 ;3.1270281810418448;1994;2342;1994;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Timecop  1994 ;2.723583180987203;1994;5470;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
True Lies  1994 ;3.4911490071595725;1994;43159;1994;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
When a Man Loves a Woman  1994 ;3.404263959390863;1994;4925;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Wolf  1994 ;3.0356154272005904;1994;5419;1994;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
Wyatt Earp  1994 ;3.195323383084577;1994;5025;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bad Company  1995 ;2.976005188067445;1995;771;1995;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Man of No Importance  A  1994 ;3.5703125;1994;128;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
S F W   1994 ;2.819327731092437;1994;357;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
